,year,band_singer,ranking,song,songurl,url
1263,1998,Barenaked Ladies,51.0,One Week,/wiki/One_Week_(song),/wiki/Barenaked_Ladies
1283,1998,K. P. & Envyi,52.0,Swing My Way,/wiki/Swing_My_Way,/wiki/K._P._%26_Envyi
1303,1998,Xscape,53.0,The Arms of the One Who Loves You,/wiki/The_Arms_of_the_One_Who_Loves_You,/wiki/Xscape_(band)
1323,1998,Somethin' for the People,54.0,My Love Is the Shhh!,/wiki/My_Love_Is_the_Shhh!,/wiki/Somethin%27_for_the_People
1343,1998,Trina & Tamara,54.0,My Love Is the Shhh!,/wiki/My_Love_Is_the_Shhh!,/wiki/Trina_%26_Tamara
1363,1998,Dru Hill,56.0,We're Not Making Love No More,/wiki/We%27re_Not_Making_Love_No_More,/wiki/Dru_Hill
1383,1998,Third Eye Blind,57.0,Semi-Charmed Life,/wiki/Semi-Charmed_Life,/wiki/Third_Eye_Blind
1403,1998,Lisa Loeb,58.0,I Do,/wiki/I_Do_(Lisa_Loeb_song),/wiki/Lisa_Loeb
1423,1998,Mase,59.0,Lookin' at Me,/wiki/Lookin%27_at_Me,/wiki/Mase
1443,1998,Puff Daddy,59.0,Lookin' at Me,/wiki/Lookin%27_at_Me,/wiki/Sean_Combs
1463,1998,LeAnn Rimes,60.0,Looking Through Your Eyes,/wiki/Looking_Through_Your_Eyes,/wiki/LeAnn_Rimes
1483,1998,Divine,61.0,Lately,/wiki/Lately_(Divine_song),/wiki/Divine_(band)
1503,1998,Backstreet Boys,62.0,Quit Playing Games (With My Heart),/wiki/Quit_Playing_Games_(With_My_Heart),/wiki/Backstreet_Boys
1523,1998,INOJ,64.0,Time After Time,/wiki/Time_After_Time_(Cyndi_Lauper_song),/wiki/INOJ
1543,1998,Jimmy Ray,65.0,Are You Jimmy Ray?,/wiki/Are_You_Jimmy_Ray%3F,/wiki/Jimmy_Ray
1563,1998,Ace of Base,66.0,Cruel Summer,/wiki/Cruel_Summer_(song),/wiki/Ace_of_Base
1583,1998,Master P,67.0,I Got the Hook Up,/wiki/I_Got_the_Hook_Up_(song),/wiki/Master_P
1603,1998,Sons of Funk,67.0,I Got the Hook Up,/wiki/I_Got_the_Hook_Up_(song),/wiki/Sons_of_Funk
1623,1998,Puff Daddy,68.0,Victory,/wiki/Victory_(Puff_Daddy_song),/wiki/Sean_Combs
1643,1998,The Notorious B.I.G.,68.0,Victory,/wiki/Victory_(Puff_Daddy_song),/wiki/The_Notorious_B.I.G.
1663,1998,Busta Rhymes,68.0,Victory,/wiki/Victory_(Puff_Daddy_song),/wiki/Busta_Rhymes
1683,1998,Spice Girls,69.0,Too Much,/wiki/Too_Much_(Spice_Girls_song),/wiki/Spice_Girls
1703,1998,Pras Michel,70.0,Ghetto Supastar (That Is What You Are),/wiki/Ghetto_Supastar_(That_Is_What_You_Are),/wiki/Pras
1723,1998,Ol' Dirty Bastard,70.0,Ghetto Supastar (That Is What You Are),/wiki/Ghetto_Supastar_(That_Is_What_You_Are),/wiki/Ol%27_Dirty_Bastard
1743,1998,Mýa,70.0,Ghetto Supastar (That Is What You Are),/wiki/Ghetto_Supastar_(That_Is_What_You_Are),/wiki/M%C3%BDa
1763,1998,Dru Hill,71.0,How Deep Is Your Love,/wiki/How_Deep_Is_Your_Love_(Dru_Hill_song),/wiki/Dru_Hill
1783,1998,Redman,71.0,How Deep Is Your Love,/wiki/How_Deep_Is_Your_Love_(Dru_Hill_song),/wiki/Redman_(rapper)
1803,1998,Kelly Price,72.0,Friend of Mine,/wiki/Friend_of_Mine_(Kelly_Price_song),/wiki/Kelly_Price
1823,1998,R. Kelly,72.0,Friend of Mine,/wiki/Friend_of_Mine_(Kelly_Price_song),/wiki/R._Kelly
1843,1998,Ron Isley,72.0,Friend of Mine,/wiki/Friend_of_Mine_(Kelly_Price_song),/wiki/Ronald_Isley
1863,1998,Busta Rhymes,73.0,Turn It Up (Remix)/Fire It Up,/wiki/Turn_It_Up_(Remix)/Fire_It_Up,/wiki/Busta_Rhymes
1883,1998,Edwin McCain,74.0,I'll Be,/wiki/I%27ll_Be_(Edwin_McCain_song),/wiki/Edwin_McCain
1903,1998,Madonna,75.0,Ray of Light,/wiki/Ray_of_Light,/wiki/Madonna_(entertainer)
1923,1998,Sister Hazel,76.0,All for You,/wiki/All_for_You_(Sister_Hazel_song),/wiki/Sister_Hazel
1943,1998,Monifah,77.0,Touch It,/wiki/Touch_It_(Monifah_song),/wiki/Monifah
1963,1998,The LOX,78.0,"Money, Power & Respect","/wiki/Money,_Power_%26_Respect_(song)",/wiki/The_LOX
1983,1998,DMX,78.0,"Money, Power & Respect","/wiki/Money,_Power_%26_Respect_(song)",/wiki/DMX_(rapper)
2003,1998,Lil' Kim,78.0,"Money, Power & Respect","/wiki/Money,_Power_%26_Respect_(song)",/wiki/Lil%27_Kim
2023,1998,The Verve,79.0,Bitter Sweet Symphony,/wiki/Bitter_Sweet_Symphony,/wiki/The_Verve
2043,1998,Busta Rhymes,80.0,Dangerous,/wiki/Dangerous_(Busta_Rhymes_song),/wiki/Busta_Rhymes
2063,1998,Spice Girls,81.0,Spice Up Your Life,/wiki/Spice_Up_Your_Life,/wiki/Spice_Girls
2083,1998,98 Degrees,82.0,Because of You,/wiki/Because_of_You_(98_Degrees_song),/wiki/98_Degrees
2103,1998,Loreena McKennitt,83.0,The Mummers' Dance,/wiki/The_Mummers%27_Dance,/wiki/Loreena_McKennitt
2122,1998,Allure,84.0,All Cried Out,/wiki/All_Cried_Out_(Lisa_Lisa_%26_Cult_Jam_song),/wiki/Allure_(group)
2141,1998,112,84.0,All Cried Out,/wiki/All_Cried_Out_(Lisa_Lisa_%26_Cult_Jam_song),/wiki/112_(band)
2160,1998,Big Pun,85.0,Still Not a Player,/wiki/Still_Not_a_Player,/wiki/Big_Pun
2179,1998,Joe,85.0,Still Not a Player,/wiki/Still_Not_a_Player,/wiki/Joe_(singer)
2198,1998,Aaliyah,86.0,The One I Gave My Heart To,/wiki/The_One_I_Gave_My_Heart_To,/wiki/Aaliyah
2217,1998,Jewel,87.0,Foolish Games,/wiki/Foolish_Games,/wiki/Jewel_(singer)
2236,1998,Jewel,87.0,You Were Meant for Me,/wiki/You_Were_Meant_for_Me_(Jewel_song),/wiki/Jewel_(singer)
2254,1998,INOJ,88.0,Love You Down,/wiki/Love_You_Down,/wiki/INOJ
2272,1998,2Pac,89.0,Do for Love,/wiki/Do_for_Love,/wiki/Tupac_Shakur
2289,1998,Luke,90.0,Raise the Roof,/wiki/Raise_the_Roof_(Luke_song),/wiki/Luther_Campbell
2306,1998,Jermaine Dupri,92.0,The Party Continues,/wiki/The_Party_Continues,/wiki/Jermaine_Dupri
2323,1998,Da Brat,92.0,The Party Continues,/wiki/The_Party_Continues,/wiki/Da_Brat
2340,1998,Usher,92.0,The Party Continues,/wiki/The_Party_Continues,/wiki/Usher_(entertainer)
2357,1998,Missy Elliott,93.0,Sock It 2 Me,/wiki/Sock_It_2_Me,/wiki/Missy_Elliott
2373,1998,Da Brat,93.0,Sock It 2 Me,/wiki/Sock_It_2_Me,/wiki/Da_Brat
2388,1998,Aretha Franklin,95.0,A Rose Is Still a Rose,/wiki/A_Rose_Is_Still_a_Rose_(song),/wiki/Aretha_Franklin
2403,1998,Boyz II Men,96.0,4 Seasons of Loneliness,/wiki/4_Seasons_of_Loneliness,/wiki/Boyz_II_Men
2418,1998,LL Cool J,97.0,Father,/wiki/Father_(LL_Cool_J_song),/wiki/LL_Cool_J
2432,1998,Deborah Cox,99.0,Nobody's Supposed to Be Here,/wiki/Nobody%27s_Supposed_to_Be_Here,/wiki/Deborah_Cox
2446,1998,TQ,100.0,Westside,/wiki/Westside_(TQ_song),/wiki/TQ_(singer)
4,1999,Cher,1.0,Believe,/wiki/Believe_(Cher_song),/wiki/Cher
24,1999,TLC,2.0,No Scrubs,/wiki/No_Scrubs,/wiki/TLC_(band)
44,1999,Monica,3.0,Angel of Mine,/wiki/Angel_of_Mine,/wiki/Monica_(entertainer)
64,1999,Whitney Houston,4.0,Heartbreak Hotel,/wiki/Heartbreak_Hotel_(Whitney_Houston_song),/wiki/Whitney_Houston
84,1999,Faith Evans,4.0,Heartbreak Hotel,/wiki/Heartbreak_Hotel_(Whitney_Houston_song),/wiki/Faith_Evans
104,1999,Kelly Price,4.0,Heartbreak Hotel,/wiki/Heartbreak_Hotel_(Whitney_Houston_song),/wiki/Kelly_Price
124,1999,Britney Spears,5.0,...Baby One More Time,/wiki/...Baby_One_More_Time_(song),/wiki/Britney_Spears
144,1999,Sixpence None the Richer,6.0,Kiss Me,/wiki/Kiss_Me_(Sixpence_None_the_Richer_song),/wiki/Sixpence_None_the_Richer
164,1999,Christina Aguilera,7.0,Genie in a Bottle,/wiki/Genie_in_a_Bottle,/wiki/Christina_Aguilera
184,1999,Sugar Ray,8.0,Every Morning,/wiki/Every_Morning_(Sugar_Ray_song),/wiki/Sugar_Ray
204,1999,Deborah Cox,9.0,Nobody's Supposed to Be Here,/wiki/Nobody%27s_Supposed_to_Be_Here,/wiki/Deborah_Cox
224,1999,Ricky Martin,10.0,Livin' la Vida Loca,/wiki/Livin%27_la_Vida_Loca,/wiki/Ricky_Martin
244,1999,702,11.0,Where My Girls At?,/wiki/Where_My_Girls_At%3F,/wiki/702_(band)
264,1999,Jennifer Lopez,12.0,If You Had My Love,/wiki/If_You_Had_My_Love,/wiki/Jennifer_Lopez
284,1999,Goo Goo Dolls,13.0,Slide,/wiki/Slide_(Goo_Goo_Dolls_song),/wiki/Goo_Goo_Dolls
304,1999,Brandy,14.0,Have You Ever?,/wiki/Have_You_Ever%3F,/wiki/Brandy_Norwood
324,1999,Backstreet Boys,15.0,I Want It That Way,/wiki/I_Want_It_That_Way,/wiki/Backstreet_Boys
344,1999,R. Kelly,16.0,I'm Your Angel,/wiki/I%27m_Your_Angel,/wiki/R._Kelly
364,1999,Celine Dion,16.0,I'm Your Angel,/wiki/I%27m_Your_Angel,/wiki/Celine_Dion
384,1999,Smash Mouth,17.0,All Star,/wiki/All_Star_(song),/wiki/Smash_Mouth
404,1999,Sarah McLachlan,18.0,Angel,/wiki/Angel_(Sarah_McLachlan_song),/wiki/Sarah_McLachlan
424,1999,Santana,19.0,Smooth,/wiki/Smooth_(song),/wiki/Santana_(band)
444,1999,Rob Thomas,19.0,Smooth,/wiki/Smooth_(song),/wiki/Rob_Thomas_(musician)
464,1999,TLC,20.0,Unpretty,/wiki/Unpretty,/wiki/TLC_(band)
